,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,XOM
2013-10-09,8.1,486.59,23.57,181.32,85.96,33.07,79.5,85.16
2013-10-10,8.35,489.64,24.25,184.77,87.78,33.76,80.69,86.04
2013-10-11,8.32,492.81,24.4,186.16,89.45,34.13,80.83,86.95
2013-10-14,8.45,496.04,24.38,186.97,89.8,34.45,81.09,87.6
2013-10-15,8.38,498.68,24.19,184.66,89.93,34.49,80.6,86.79
2013-10-16,8.53,501.11,24.36,186.73,91.11,34.64,82.27,87.31
2013-10-17,8.59,504.5,24.68,174.83,91.97,34.92,82.58,87.48
2013-10-18,8.63,508.89,25.55,173.78,91.63,34.96,83.01,87.55
2013-10-21,8.6,521.36,26.14,172.86,91.2,34.99,82.37,87.23
2013-10-22,9.36,519.87,26.02,174.97,92.36,34.58,83.44,87.98
2013-10-23,9.27,524.96,25.7,175.77,92.1,33.76,83.33,87.61
2013-10-24,9.25,531.91,25.94,177.8,92.35,33.72,82.54,88.42
2013-10-25,9.24,525.96,25.88,176.85,92.09,35.73,83.35,87.97
2013-10-28,9.56,529.88,26.09,177.35,92.39,35.57,84.61,88.23
2013-10-29,9.54,516.68,26.21,182.12,93.14,35.52,85.49,88.93
2013-10-30,9.46,524.9,26.37,180.15,92.79,35.54,84.72,88.81
2013-10-31,9.27,522.7,26.14,179.21,92.61,35.41,84.09,89.62
2013-11-01,9.27,520.03,26.54,179.23,93.37,35.53,84.56,89.82
2013-11-04,9.92,526.75,26.43,180.27,93.03,35.94,84.37,92.1
2013-11-05,9.78,525.45,26.42,177.85,92.81,36.64,84.62,91.99
2013-11-06,9.66,520.92,26.9,179.19,93.04,38.18,86.68,93.22
2013-11-07,8.95,512.49,26.6,180.0,92.69,37.5,85.3,91.96
2013-11-08,9.06,520.56,27.05,179.99,94.05,37.78,85.85,92.73
2013-11-11,9.03,519.05,27.01,182.88,94.29,37.59,85.45,92.96
2013-11-12,8.92,520.01,27.05,183.07,93.56,37.36,85.64,92.67
2013-11-13,8.99,520.63,27.15,183.55,93.34,38.16,85.95,92.59
2013-11-14,8.98,528.16,26.99,182.21,93.92,38.02,86.39,93.22
2013-11-15,9.03,524.99,27.2,183.19,94.39,37.84,86.03,95.27
2013-11-18,8.95,518.63,27.22,184.47,94.3,37.2,85.86,95.45
2013-11-19,9.13,519.55,27.03,185.25,94.86,36.74,85.29,95.42
2013-11-20,9.05,515.0,26.96,185.19,95.15,37.08,85.13,94.68
2013-11-21,9.12,521.14,26.91,184.13,95.2,37.4,85.62,94.69
2013-11-22,9.24,519.8,27.08,181.3,95.25,37.57,85.74,95.01
2013-11-25,9.59,523.74,26.73,178.94,95.63,37.64,85.37,95.09
2013-11-26,9.65,533.4,26.78,177.31,95.06,37.35,84.39,94.27
2013-11-27,9.64,545.96,26.83,178.97,94.98,37.6,84.42,93.8
2013-11-29,9.61,556.07,26.66,179.68,94.66,38.13,84.46,93.48
2013-12-02,9.55,551.23,26.66,177.48,94.28,38.45,83.7,93.52
2013-12-03,9.42,566.32,26.56,176.08,93.97,38.31,83.8,94.39
2013-12-04,9.36,565.0,26.64,175.74,93.63,38.94,82.65,94.67
2013-12-05,9.35,567.9,26.45,176.08,92.97,38.0,81.9,94.13
2013-12-06,9.36,560.02,26.94,177.67,94.44,38.36,83.15,95.65
2013-12-09,9.48,566.43,27.19,177.46,94.44,38.71,82.69,95.84
2013-12-10,9.56,565.55,27.14,177.12,94.14,38.11,82.4,95.71
2013-12-11,9.34,561.36,26.58,175.2,93.11,37.61,82.67,94.26
2013-12-12,9.37,560.54,26.54,173.37,91.16,37.22,81.28,95.36
2013-12-13,9.51,554.43,26.84,172.8,91.35,36.69,80.93,95.31
2013-12-16,9.57,557.5,26.98,177.85,91.37,36.89,81.0,97.22
2013-12-17,9.7,554.99,27.03,175.76,90.66,36.52,80.46,96.75
2013-12-18,9.83,550.77,27.41,178.7,92.64,36.58,81.42,99.54
2013-12-19,9.97,544.46,27.32,180.22,91.98,36.25,81.66,99.43
2013-12-20,9.94,549.02,27.36,180.02,92.09,36.8,81.81,98.68
2013-12-23,10.13,570.09,27.4,182.23,92.03,36.62,81.86,98.51
2013-12-24,10.36,567.67,27.61,183.22,92.06,37.08,82.04,99.22
2013-12-26,10.43,563.9,27.83,185.35,92.54,37.44,82.45,100.9
2013-12-27,10.69,560.09,27.83,185.08,92.35,37.29,82.71,101.51
2013-12-30,10.53,554.52,27.89,186.41,92.3,37.29,82.91,100.31
2013-12-31,10.63,561.02,28.03,187.57,91.59,37.41,82.94,101.2
2014-01-02,10.53,553.13,27.5,185.53,91.03,37.16,82.1,99.75
2014-01-03,10.57,540.98,27.48,186.64,91.85,36.91,82.24,99.51
2014-01-06,10.53,543.93,27.26,186.0,92.33,36.13,82.28,99.66
2014-01-07,10.54,540.04,27.29,189.71,94.29,36.41,83.48,101.07
2014-01-08,10.83,543.46,27.21,187.97,94.16,35.76,83.24,100.74
2014-01-09,10.69,536.52,27.22,187.38,94.73,35.53,82.85,99.76
2014-01-10,10.11,532.94,26.96,187.26,94.74,36.04,83.5,100.52
2014-01-13,10.1,535.73,26.73,184.16,94.5,34.98,82.37,98.55
2014-01-14,10.32,546.39,26.97,185.92,94.72,35.78,82.37,99.12
2014-01-15,10.59,557.36,27.34,187.74,94.8,36.76,82.89,98.78
2014-01-16,11.04,554.25,27.2,188.76,94.64,36.89,82.86,98.94
2014-01-17,11.36,540.67,26.58,190.09,95.06,36.38,82.2,99.16
2014-01-21,12.13,549.07,26.29,188.43,94.03,36.17,82.92,98.5
2014-01-22,12.22,551.51,25.99,182.25,94.32,35.93,82.85,97.88
2014-01-23,12.07,556.18,25.82,182.73,92.74,36.06,82.43,96.97
2014-01-24,11.44,546.07,24.95,179.64,90.61,36.81,81.43,94.85
2014-01-27,11.64,550.5,25.07,177.9,89.94,36.03,82.06,94.92
